id,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10,cat11,cat12,cat13,cat14,cat15,cat16,cat17,cat18,cat19,cat20,cat21,cat22,cat23,cat24,cat25,cat26,cat27,cat28,cat29,cat30,cat31,cat32,cat33,cat34,cat35,cat36,cat37,cat38,cat39,cat40,cat41,cat42,cat43,cat44,cat45,cat46,cat47,cat48,cat49,cat50,cat51,cat52,cat53,cat54,cat55,cat56,cat57,cat58,cat59,cat60,cat61,cat62,cat63,cat64,cat65,cat66,cat67,cat68,cat69,cat70,cat71,cat72,cat73,cat74,cat75,cat76,cat77,cat78,cat79,cat80,cat81,cat82,cat83,cat84,cat85,cat86,cat87,cat88,cat89,cat90,cat91,cat92,cat93,cat94,cat95,cat96,cat97,cat98,cat99,cat100,cat101,cat102,cat103,cat104,cat105,cat106,cat107,cat108,cat109,cat110,cat111,cat112,cat113,cat114,cat115,cat116,cont1,cont2,cont3,cont4,cont5,cont6,cont7,cont8,cont9,cont10,cont11,cont12,cont13,cont14,loss
699,A,B,A,A,A,A,A,A,B,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,B,D,B,A,C,B,C,B,A,A,A,A,A,D,D,E,E,G,E,R,L,I,A,A,G,F,G,I,F,BI,EB,A,AS,AE,A,N,HK,0.645422,0.299102,0.527991,0.327354,0.718531,0.671307,0.464924,0.33906,0.62542,0.66076,0.6075,0.594646,0.678452,0.723592,5145.39
700,A,B,A,B,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,B,B,A,B,C,B,B,B,A,A,A,A,A,C,D,D,E,C,A,P,N,F,A,A,F,G,H,F,B,BI,EF,G,AR,X,A,J,GC,0.490265,0.681761,0.634224,0.83324,0.836443,0.351223,0.364111,0.68308,0.40455,0.47779,0.535044,0.523266,0.318646,0.417659,5646.03
702,A,B,A,A,B,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,O,G,A,C,E,F,H,F,B,BI,CS,A,AS,AE,A,K,DJ,0.54667,0.681761,0.728827,0.373816,0.718531,0.364464,0.401162,0.26847,0.46226,0.50556,0.415029,0.40609,0.345247,0.709653,3687.54
711,A,A,A,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,A,C,B,D,B,A,A,A,A,A,D,C,C,E,A,C,T,J,A,A,B,K,F,F,G,G,BI,CS,C,AS,AD,F,O,LM,0.905798,0.555782,0.336963,0.696873,0.281143,0.844563,0.517666,0.97123,0.93383,0.8351,0.832976,0.832658,0.810511,0.72545,1842.53
714,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,D,B,C,B,B,B,A,A,A,B,H,D,D,D,E,C,A,P,F,G,A,A,E,E,G,G,D,BI,CS,A,AS,BO,A,J,EY,0.350038,0.199504,0.54977,0.259793,0.281143,0.372125,0.544085,0.41182,0.39447,0.41204,0.334828,0.328268,0.290422,0.724461,4363.33
716,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,D,A,A,A,A,D,C,C,E,A,C,T,H,C,A,A,K,F,F,H,G,BI,BC,A,AD,AX,A,P,LW,0.87356,0.488789,0.230975,0.463029,0.281143,0.802329,0.512858,0.67263,0.91183,0.79863,0.81013,0.798279,0.835712,0.793087,3007.77
720,A,B,A,A,A,A,A,A,B,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,D,B,C,B,B,D,B,D,C,D,A,A,B,H,D,B,C,E,A,C,T,F,J,A,A,K,F,F,J,G,BI,EB,A,AA,Y,A,P,LO,0.767866,0.358319,0.26357,0.62377,0.473767,0.835881,0.476974,0.89839,0.76127,0.80218,0.797841,0.785706,0.830147,0.629988,5402.78
724,B,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,A,B,B,B,A,A,A,G,H,D,D,D,E,C,A,P,I,A,A,C,E,F,H,F,B,BI,BT,A,E,AX,C,K,DP,0.497513,0.785784,0.54977,0.452887,0.499798,0.350956,0.364454,0.58354,0.44352,0.39599,0.341813,0.352251,0.342239,0.813562,1240.71
727,B,B,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,B,D,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,I,G,A,A,E,F,G,F,B,BI,EG,A,S,A,A,J,DJ,0.432682,0.681761,0.80643,0.259793,0.281143,0.416181,0.583989,0.31796,0.38846,0.49444,0.457203,0.447145,0.30435,0.679235,1117.33
732,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,B,B,B,A,C,B,B,B,A,A,A,A,A,D,B,D,E,A,A,P,G,A,A,E,E,E,F,F,B,AB,CO,A,E,M,A,J,GK,0.585115,0.620805,0.54977,0.604408,0.456483,0.506527,0.500276,0.43518,0.66201,0.58257,0.411247,0.402413,0.354344,0.815243,6379.95
738,B,B,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,A,B,B,B,A,A,A,G,H,D,D,C,E,A,A,D,F,D,A,B,G,H,F,E,H,BI,CL,A,C,K,A,H,HQ,0.493164,0.785784,0.844219,0.902176,0.405415,0.519454,0.456708,0.26847,0.5063,0.65576,0.826362,0.814941,0.238667,0.77186,4397.61
740,B,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,D,B,B,C,B,B,B,A,B,D,B,A,A,A,G,H,D,D,C,E,C,D,T,F,A,B,C,G,G,H,J,K,BI,CO,A,AS,AX,A,N,HK,0.485918,0.785784,0.634224,0.432728,0.281143,0.551039,0.573884,0.65122,0.4832,0.58257,0.678924,0.665644,0.633362,0.724584,3331.58
743,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,D,B,B,D,D,A,A,C,B,D,B,D,A,A,C,A,C,B,C,B,G,C,T,M,A,A,A,M,E,E,H,G,BI,EG,C,E,AD,C,P,KA,0.936584,0.422197,0.139862,0.642745,0.281143,0.92921,0.685975,0.82598,0.96909,0.82889,0.797841,0.810292,0.873618,0.801699,12517.96
752,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,C,B,D,D,A,A,P,J,A,A,A,G,F,G,F,B,AB,CS,A,AS,K,E,K,HM,0.634734,0.488789,0.336963,0.894723,0.845727,0.45607,0.409847,0.36083,0.46853,0.51666,0.4922,0.485119,0.363547,0.724804,804.31
754,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,I,A,A,D,E,F,I,F,B,G,CO,A,AF,AX,A,K,DP,0.520698,0.488789,0.54977,0.452887,0.499798,0.304628,0.381883,0.58354,0.46226,0.38016,0.341813,0.352251,0.339244,0.216223,1537.95
756,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,B,B,A,B,B,B,A,A,A,G,H,D,D,C,G,E,A,N,I,A,A,A,C,D,I,H,B,BI,CO,A,E,BM,C,M,EK,0.284869,0.488789,0.61366,0.514031,0.281143,0.2777,0.403061,0.67263,0.38249,0.26029,0.169206,0.167768,0.345247,0.827214,1060.14
762,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,B,B,A,B,B,B,A,A,A,A,A,C,D,D,E,C,A,P,I,A,A,A,E,F,H,F,B,BI,BT,A,AV,AX,E,K,DP,0.484469,0.681761,0.54977,0.452887,0.499798,0.350688,0.363197,0.58354,0.44352,0.39599,0.341813,0.352251,0.339244,0.312236,1723.67
764,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,K,A,A,A,G,H,G,F,B,BI,BT,A,J,AX,I,J,HK,0.496063,0.737068,0.792378,0.432728,0.551723,0.45228,0.618522,0.3128,0.44352,0.53328,0.771508,0.758883,0.336261,0.38574,3269.36
766,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,D,B,B,D,D,B,B,C,B,D,B,A,A,A,B,H,D,D,C,E,C,D,T,F,A,A,A,H,F,F,J,K,BI,DL,A,O,AF,J,N,HX,0.496063,0.785784,0.506105,0.259793,0.456483,0.701909,0.610573,0.32843,0.46644,0.70866,0.678924,0.665644,0.689974,0.496754,2174.17
772,A,B,A,A,A,A,A,A,B,A,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,B,D,B,B,C,B,B,B,A,A,A,B,H,D,B,C,E,E,A,D,F,L,A,A,D,D,J,E,A,BI,CS,A,AK,BC,A,J,DC,0.374142,0.245921,0.201309,0.83884,0.491114,0.21587,0.266858,0.48864,0.33987,0.28225,0.180456,0.178698,0.210818,0.473995,1808.35
780,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,C,A,D,D,D,E,C,A,P,J,A,A,A,E,F,H,G,B,BI,EL,A,AK,AK,E,K,DK,0.472892,0.681761,0.61366,0.215482,0.281143,0.340845,0.380952,0.3128,0.39849,0.41743,0.359572,0.352251,0.351299,0.471037,1990.14
781,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,D,B,C,B,B,B,A,A,A,B,A,D,D,D,G,C,A,P,I,A,A,A,E,F,G,F,B,BI,EL,G,J,AK,C,J,EO,0.497513,0.827585,0.832339,0.29243,0.281143,0.437758,0.069503,0.36083,0.45808,0.47225,0.476616,0.466083,0.315758,0.391866,3303.79
784,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,D,D,C,E,E,D,T,L,D,A,A,E,E,J,L,K,BI,EL,A,AS,AF,A,O,GK,0.232722,0.488789,0.419161,0.236924,0.456483,0.367193,0.32643,0.3026,0.32865,0.39599,0.341813,0.345316,0.605077,0.708509,3766.01
786,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,A,B,C,B,D,B,A,A,A,B,A,C,D,C,E,E,D,T,I,A,A,A,E,D,J,K,K,BI,DK,C,AH,AF,A,N,DJ,0.264089,0.737068,0.298977,0.189137,0.456483,0.350688,0.367661,0.3026,0.33611,0.45017,0.24541,0.241676,0.576071,0.240462,678.66
787,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,B,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,B,D,B,B,A,B,D,B,D,A,A,G,H,D,B,C,E,E,C,T,H,A,A,D,D,D,J,H,G,BI,CS,A,K,L,E,N,DC,0.488816,0.15999,0.246911,0.633309,0.281143,0.31443,0.247905,0.44697,0.42289,0.26029,0.192281,0.190178,0.470036,0.361617,3095.34
789,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,A,A,A,A,A,A,A,A,A,D,B,B,B,B,B,A,C,B,B,B,A,A,A,B,H,D,D,D,E,C,A,P,F,A,G,A,F,F,G,F,D,BI,CL,A,J,AN,A,K,GS,0.503312,0.299102,0.61366,0.189137,0.281143,0.423055,0.641978,0.25461,0.39849,0.42828,0.4922,0.519456,0.321548,0.185364,3458.28
793,B,B,A,B,A,A,A,A,B,A,B,B,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,D,B,B,B,B,C,B,D,D,A,A,A,B,H,D,D,C,E,A,D,T,F,I,A,A,J,F,E,G,E,BI,AC,E,AF,AT,A,L,LJ,0.668933,0.488789,0.336963,0.284048,0.38056,0.777366,0.902031,0.60659,0.77327,0.74817,0.802827,0.790803,0.576071,0.214524,11037.59
797,A,B,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,D,B,D,B,B,A,B,B,B,A,A,A,G,H,D,D,C,E,E,A,D,L,G,A,A,D,E,J,G,A,BI,EG,A,AF,AE,A,K,CK,0.290813,0.681761,0.711159,0.412789,0.302678,0.212308,0.319524,0.29758,0.34365,0.30529,0.24541,0.241676,0.258586,0.214256,9133.3
803,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,A,A,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,A,A,P,N,A,A,G,H,F,G,E,B,BI,CL,A,AS,I,A,J,HX,0.629339,0.199504,0.230975,0.62377,0.388783,0.460158,0.462518,0.29758,0.5042,0.54983,0.453334,0.462286,0.312885,0.7184,1718.57
804,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,B,B,C,B,D,B,D,A,A,B,H,D,B,C,E,E,C,T,F,A,A,D,H,D,G,G,G,BU,BC,A,Q,S,A,P,IC,0.800221,0.078346,0.120071,0.642745,0.317541,0.597014,0.3428,0.58354,0.83037,0.43919,0.359572,0.352251,0.678452,0.64834,633.03
806,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,B,B,A,C,B,D,B,A,A,A,A,A,D,D,C,E,C,D,T,I,A,A,C,G,F,F,J,E,BI,BT,A,G,A,A,N,HK,0.465671,0.299102,0.634224,0.229617,0.430765,0.699195,0.726866,0.30768,0.38249,0.69471,0.678924,0.665644,0.684242,0.208371,7194.7
810,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,A,B,D,B,D,A,A,G,H,D,B,C,D,A,C,T,J,A,A,B,K,F,F,H,G,BI,CS,A,AK,L,A,O,LN,0.845644,0.555782,0.26357,0.761209,0.281143,0.829824,0.597352,0.76827,0.86398,0.7877,0.784967,0.772574,0.81255,0.47056,980.8
811,B,B,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,A,A,C,B,D,B,D,A,A,B,H,C,D,C,E,E,C,T,F,C,A,A,H,F,G,I,G,BI,BC,C,AN,AX,A,P,IE,0.70022,0.737068,0.440642,0.473202,0.281143,0.673379,0.468117,0.60659,0.7628,0.51111,0.682315,0.669033,0.712318,0.285627,1168.29
813,A,A,A,A,B,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,D,B,C,B,B,B,A,A,A,A,A,D,D,C,G,E,A,N,G,A,C,B,C,D,J,H,B,BI,CO,A,AY,BM,F,M,EK,0.284869,0.358319,0.61366,0.514031,0.281143,0.26952,0.349614,0.67263,0.38249,0.26459,0.169206,0.167768,0.360468,0.54877,2212.2
814,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,A,B,C,B,D,B,A,A,A,A,A,C,D,C,E,C,D,T,J,A,A,A,G,F,F,J,E,BI,BT,A,U,A,C,N,HK,0.465671,0.299102,0.634224,0.229617,0.430765,0.699195,0.726866,0.30768,0.38249,0.69471,0.678924,0.665644,0.684242,0.294597,995.27
819,A,B,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,D,A,A,A,A,D,B,C,E,E,C,T,L,G,A,A,H,F,I,I,G,BI,EB,A,U,Y,A,Q,GE,0.676593,0.555782,0.215772,0.50382,0.674529,0.490945,0.376192,0.48864,0.7628,0.38541,0.480509,0.481306,0.704052,0.301217,959.02
821,B,B,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,B,H,D,D,C,E,C,D,T,F,F,A,A,G,F,G,J,E,BI,EB,A,AD,AO,A,N,HK,0.436958,0.620805,0.673861,0.336414,0.281143,0.644854,0.724803,0.34987,0.4832,0.67065,0.695685,0.682413,0.6426,0.792821,2195.69
824,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,A,B,B,B,A,A,A,G,H,D,D,D,E,A,A,P,J,A,A,A,H,F,G,E,B,BI,EG,A,O,I,C,J,HX,0.629339,0.422197,0.230975,0.62377,0.388783,0.460158,0.521362,0.29758,0.5042,0.54983,0.453334,0.462286,0.312885,0.497013,819.18
827,B,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,D,A,A,A,A,D,B,C,E,E,C,T,A,A,A,B,E,D,I,H,G,AB,DH,A,AU,BM,E,R,DS,0.667647,0.245921,0.26357,0.442784,0.281143,0.431978,0.375381,0.57771,0.69676,0.20496,0.275431,0.270746,0.648701,0.201737,1355.59
829,A,B,A,A,A,A,A,A,B,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,D,B,C,B,B,A,C,D,C,A,A,A,G,H,D,C,C,E,C,D,T,F,I,A,A,G,F,G,K,K,BI,BT,A,AI,AX,A,Q,HK,0.383696,0.199504,0.57136,0.432728,0.281143,0.655553,0.594714,0.54829,0.38249,0.29595,0.6075,0.630853,0.660756,0.347724,5572.25
835,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,A,D,D,B,B,C,B,D,B,D,A,A,A,A,D,D,C,E,E,C,T,J,A,A,A,H,F,G,H,G,BI,EE,A,AF,BM,E,O,IE,0.730887,0.737068,0.317666,0.309621,0.594196,0.623026,0.526901,0.68308,0.78484,0.60932,0.592525,0.579845,0.723122,0.215542,670.48
836,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,D,B,A,B,B,B,A,A,A,G,H,D,B,C,E,C,A,D,F,A,A,B,H,F,G,E,H,AB,EB,A,D,X,A,H,IC,0.390575,0.358319,0.162313,0.927473,0.281143,0.38096,0.313545,0.26847,0.28922,0.52775,0.415029,0.40609,0.213045,0.685735,1523.26
837,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,D,D,C,E,C,D,T,A,A,A,A,H,E,G,K,K,BI,EB,E,J,Y,A,Q,GE,0.536592,0.488789,0.215772,0.50382,0.534484,0.704119,0.521977,0.55421,0.53565,0.56081,0.480509,0.481306,0.789182,0.38218,1066.98
